Generation,City Order,Distance,Fitness
350,[City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20)],390.817250,0.002558741
351,[City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20)],390.817250,0.002558741
352,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
353,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
354,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
355,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
356,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
357,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
358,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
359,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
360,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
361,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
362,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
363,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
364,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
365,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
366,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
367,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
368,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
369,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
370,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
371,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
372,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
373,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
374,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
375,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
376,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
377,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
378,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
379,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
380,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
381,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
382,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
383,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
384,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
385,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
386,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
387,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
388,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
389,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
390,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
391,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
392,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
393,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
394,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
395,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
396,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
397,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
398,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
399,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
400,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
401,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
402,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
403,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
404,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
405,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
406,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
407,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
408,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
409,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
410,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
411,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
412,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
413,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
414,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
415,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
416,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
417,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
418,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
419,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
420,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
421,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
422,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
423,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
424,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
425,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
426,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
427,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
428,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
429,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
430,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20), City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],390.817250,0.002558741
431,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
432,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
433,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
434,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
435,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
436,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
437,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
438,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
439,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
440,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
441,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
442,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
443,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
444,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
445,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
446,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
447,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
448,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
449,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
450,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
451,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
452,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
453,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
454,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
455,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
456,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
457,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
458,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
459,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
460,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
461,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
462,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
463,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
464,[City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10)],387.877631,0.002578133
465,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
466,[City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(10), City(6), City(20), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17)],387.877631,0.002578133
